Last login: Sat Mar 22 05:39:27 on console
Brandons-MacBook-Pro-3:~ brandon$ cd Documents/CS149_Assignment4/HW4_src/
Brandons-MacBook-Pro-3:HW4_src brandon$ ls
Page.class	Swap.class	hw4.zip		swapOutput.txt
Page.java	Swap.java	pageOutput.txt
Brandons-MacBook-Pro-3:HW4_src brandon$ javac Page.java
Brandons-MacBook-Pro-3:HW4_src brandon$ java Page
-1 indicates empty page frame

FIFO Simulation
------------------------------------------------------------------------------------------------------------------------
---------- Run 1 ----------
Time		Frame_1		Frame_2		Frame_3		Frame_4		Hit?		Page_In		Evicted
11		2		6		7		4		Fault		2		5
12		2		6		7		4		Hit		2		2
13		2		1		7		4		Fault		1		6
14		2		1		7		4		Hit		1		1
15		2		1		7		4		Hit		1		1
16		2		1		7		0		Fault		0		4
17		2		1		7		0		Hit		1		1
18		2		1		7		0		Hit		0		0
19		2		1		7		0		Hit		1		1
20		2		1		7		0		Hit		7		7
21		2		6		7		0		Fault		6		1
22		2		6		5		0		Fault		5		7
23		2		6		5		0		Hit		5		5
24		4		6		5		0		Fault		4		2
25		4		6		5		0		Hit		5		5
26		4		6		3		0		Fault		3		5
27		4		6		3		0		Hit		3		3
28		4		6		3		0		Hit		3		3
29		4		6		3		0		Hit		3		3
30		4		6		3		0		Hit		3		3
31		4		6		2		0		Fault		2		3
32		4		6		2		1		Fault		1		0
33		4		6		2		1		Hit		2		2
34		4		6		7		1		Fault		7		2
35		4		6		7		1		Hit		6		6
36		4		6		7		1		Hit		6		6
37		4		6		7		1		Hit		7		7
38		4		5		7		1		Fault		5		6
39		4		5		7		1		Hit		5		5
40		4		5		7		1		Hit		4		4
41		3		5		7		1		Fault		3		4
42		3		4		7		1		Fault		4		5
43		3		4		7		1		Hit		4		4
44		3		5		7		1		Fault		5		4
45		3		5		7		1		Hit		5		5
46		3		4		7		1		Fault		4		5
47		3		4		5		1		Fault		5		7
48		0		4		5		1		Fault		0		3
49		0		4		5		1		Hit		0		0
50		0		4		5		1		Hit		1		1
51		0		4		5		1		Hit		1		1
52		2		4		5		1		Fault		2		0
53		2		4		5		1		Hit		1		1
54		2		4		5		1		Hit		1		1
55		2		4		5		1		Hit		2		2
56		2		4		5		1		Hit		1		1
57		2		4		5		8		Fault		8		1
58		2		4		5		8		Hit		5		5
59		2		4		5		8		Hit		5		5
60		2		4		5		8		Hit		5		5
61		2		4		5		8		Hit		2		2
62		2		4		1		8		Fault		1		5
63		0		4		1		8		Fault		0		2
64		0		4		1		8		Hit		0		0
65		0		4		1		8		Hit		1		1
66		2		4		1		8		Fault		2		0
67		2		4		3		8		Fault		3		1
68		2		4		3		8		Hit		4		4
69		2		4		3		8		Hit		4		4
70		2		5		3		8		Fault		5		4
71		2		5		3		8		Hit		2		2
72		2		5		3		8		Hit		2		2
73		1		5		3		8		Fault		1		2
74		0		5		3		8		Fault		0		1
75		6		5		3		8		Fault		6		0
76		7		5		3		8		Fault		7		6
77		6		5		3		8		Fault		6		7
78		6		5		3		8		Hit		5		5
79		6		5		3		8		Hit		5		5
80		6		5		3		8		Hit		6		6
81		6		5		3		8		Hit		6		6
82		6		5		3		8		Hit		5		5
83		6		5		3		8		Hit		6		6
84		6		5		3		8		Hit		5		5
85		6		5		3		8		Hit		5		5
86		6		7		3		8		Fault		7		5
87		4		7		3		8		Fault		4		6
88		5		7		3		8		Fault		5		4
89		5		7		3		8		Hit		5		5
90		4		7		3		8		Fault		4		5
91		4		7		3		8		Hit		4		4
92		4		7		3		8		Hit		4		4
93		5		7		3		8		Fault		5		4
94		4		7		3		8		Fault		4		5
95		4		7		3		8		Hit		3		3
96		5		7		3		8		Fault		5		4
97		5		7		6		8		Fault		6		3
98		5		7		6		8		Hit		6		6
99		5		7		6		8		Hit		5		5

===================================================================================================================
LRU Simulation
------------------------------------------------------------------------------------------------------------------------
---------- Run 1 ----------
Time		Frame_1		Frame_2		Frame_3		Frame_4		Hit?		Page_In		Evicted
0		7		-1		-1		-1		Fault		7		-1
1		7		6		-1		-1		Fault		6		-1
2		7		6		5		-1		Fault		5		-1
3		7		6		5		-1		Hit		5		5
4		7		6		5		4		Fault		4		-1
5		7		6		5		4		Hit		4		4
6		3		6		5		4		Fault		3		7
7		3		6		5		4		Hit		3		3
8		3		6		5		4		Hit		3		3
9		3		6		5		4		Hit		5		5
10		3		2		5		4		Fault		2		6
11		3		2		5		4		Hit		2		2
12		3		2		5		4		Hit		2		2
13		3		2		5		4		Hit		3		3
14		3		2		5		6		Fault		6		4
15		3		2		1		6		Fault		1		5
16		3		2		1		6		Hit		2		2
17		3		2		1		6		Hit		6		6
18		3		2		1		6		Hit		6		6
19		7		2		1		6		Fault		7		3
20		7		2		1		6		Hit		1		1
21		7		2		1		6		Hit		1		1
22		7		2		1		6		Hit		2		2
23		7		2		1		6		Hit		1		1
24		7		2		1		0		Fault		0		6
25		7		2		1		0		Hit		1		1
26		7		2		1		0		Hit		0		0
27		7		2		1		0		Hit		1		1
28		7		2		1		0		Hit		2		2
29		7		2		1		0		Hit		2		2
30		7		2		1		0		Hit		1		1
31		7		2		1		0		Hit		1		1
32		7		2		1		0		Hit		1		1
33		7		2		1		0		Hit		0		0
34		7		2		1		0		Hit		1		1
35		7		2		1		0		Hit		1		1
36		7		2		1		0		Hit		2		2
37		7		2		1		0		Hit		2		2
38		7		2		1		0		Hit		2		2
39		3		2		1		0		Fault		3		7
40		3		2		1		4		Fault		4		0
41		3		2		5		4		Fault		5		1
42		3		8		5		4		Fault		8		2
43		2		8		5		4		Fault		2		3
44		2		8		5		4		Hit		2		2
45		2		8		5		4		Hit		2		2
46		2		8		5		3		Fault		3		4
47		2		8		5		3		Hit		2		2
48		2		8		5		3		Hit		2		2
49		2		8		1		3		Fault		1		5
50		2		8		1		3		Hit		1		1
51		2		8		1		3		Hit		1		1
52		2		8		1		3		Hit		2		2
53		2		8		1		3		Hit		1		1
54		2		8		1		3		Hit		1		1
55		2		8		1		3		Hit		2		2
56		2		8		1		3		Hit		3		3
57		2		4		1		3		Fault		4		8
58		2		4		1		3		Hit		4		4
59		2		4		1		3		Hit		4		4
60		2		4		5		3		Fault		5		1
61		6		4		5		3		Fault		6		2
62		6		4		5		7		Fault		7		3
63		6		4		5		7		Hit		6		6
64		6		4		5		7		Hit		6		6
65		6		4		5		7		Hit		5		5
66		6		4		5		7		Hit		4		4
67		6		4		5		7		Hit		5		5
68		6		4		5		7		Hit		6		6
69		6		4		5		3		Fault		3		7
70		6		1		5		3		Fault		1		4
71		6		1		5		3		Hit		6		6
72		6		1		7		3		Fault		7		5
73		6		1		7		3		Hit		1		1
74		6		1		7		3		Hit		1		1
75		6		1		7		0		Fault		0		3
76		6		1		7		0		Hit		1		1
77		2		1		7		0		Fault		2		6
78		2		1		7		0		Hit		7		7
79		2		1		7		0		Hit		2		2
80		2		1		7		0		Hit		1		1
81		2		1		7		0		Hit		1		1
82		2		1		7		5		Fault		5		0
83		2		1		6		5		Fault		6		7
84		2		1		6		5		Hit		6		6
85		2		1		6		5		Hit		5		5
86		4		1		6		5		Fault		4		2
87		4		1		6		5		Hit		5		5
88		4		1		6		5		Hit		5		5
89		4		1		6		5		Hit		6		6
90		4		7		6		5		Fault		7		1
91		3		7		6		5		Fault		3		4
92		3		7		6		5		Hit		5		5
93		3		7		6		5		Hit		5		5
94		3		7		4		5		Fault		4		6
95		3		7		4		5		Hit		4		4
96		3		7		4		5		Hit		4		4
97		3		7		4		5		Hit		3		3
98		3		7		4		5		Hit		4		4
99		3		8		4		5		Fault		8		7

---------- Run 2 ----------
Time		Frame_1		Frame_2		Frame_3		Frame_4		Hit?		Page_In		Evicted
0		0		-1		-1		-1		Fault		0		-1
1		0		1		-1		-1		Fault		1		-1
2		0		1		-1		-1		Hit		0		0
3		0		1		-1		-1		Hit		1		1
4		0		1		-1		-1		Hit		0		0
5		0		1		-1		-1		Hit		1		1
6		0		1		2		-1		Fault		2		-1
7		0		1		2		-1		Hit		2		2
8		0		1		2		-1		Hit		1		1
9		0		1		2		-1		Hit		0		0
10		0		1		2		-1		Hit		0		0
11		0		1		2		-1		Hit		1		1
12		0		1		2		-1		Hit		2		2
13		0		1		2		-1		Hit		1		1
14		0		1		2		-1		Hit		1		1
15		0		1		2		-1		Hit		0		0
16		0		1		2		6		Fault		6		-1
17		0		1		2		6		Hit		6		6
18		0		1		7		6		Fault		7		2
19		0		4		7		6		Fault		4		1
20		3		4		7		6		Fault		3		0
21		3		4		7		2		Fault		2		6
22		3		4		7		2		Hit		3		3
23		3		4		7		2		Hit		2		2
24		3		4		1		2		Fault		1		7
25		3		4		1		2		Hit		1		1
26		3		4		1		2		Hit		1		1
27		3		0		1		2		Fault		0		4
28		3		0		1		2		Hit		1		1
29		3		0		1		2		Hit		2		2
30		7		0		1		2		Fault		7		3
31		7		5		1		2		Fault		5		0
32		7		5		1		2		Hit		5		5
33		7		5		4		2		Fault		4		1
34		7		5		4		2		Hit		5		5
35		7		5		4		6		Fault		6		2
36		7		5		4		6		Hit		7		7
37		7		5		3		6		Fault		3		4
38		7		4		3		6		Fault		4		5
39		7		4		3		6		Hit		4		4
40		7		4		3		6		Hit		6		6
41		7		4		3		6		Hit		6		6
42		7		4		3		6		Hit		6		6
43		5		4		3		6		Fault		5		7
44		5		4		3		6		Hit		4		4
45		5		4		1		6		Fault		1		3
46		5		4		1		0		Fault		0		6
47		5		4		1		0		Hit		1		1
48		6		4		1		0		Fault		6		5
49		6		4		1		0		Hit		6		6
50		6		7		1		0		Fault		7		4
51		6		7		1		0		Hit		6		6
52		6		7		1		0		Hit		6		6
53		6		7		1		0		Hit		7		7
54		6		7		1		0		Hit		0		0
55		6		7		1		0		Hit		1		1
56		6		7		1		0		Hit		1		1
57		2		7		1		0		Fault		2		6
58		2		3		1		0		Fault		3		7
59		2		3		1		0		Hit		3		3
60		2		3		1		0		Hit		2		2
61		2		3		1		0		Hit		3		3
62		2		3		1		4		Fault		4		0
63		2		3		6		4		Fault		6		1
64		2		3		6		4		Hit		6		6
65		7		3		6		4		Fault		7		2
66		7		3		6		4		Hit		6		6
67		7		3		6		4		Hit		7		7
68		7		3		6		4		Hit		7		7
69		7		3		6		4		Hit		7		7
70		7		0		6		4		Fault		0		3
71		7		0		6		4		Hit		0		0
72		7		0		6		2		Fault		2		4
73		7		0		3		2		Fault		3		6
74		4		0		3		2		Fault		4		7
75		4		0		3		2		Hit		4		4
76		4		0		3		2		Hit		4		4
77		4		0		3		2		Hit		0		0
78		4		0		3		1		Fault		1		2
79		4		0		3		1		Hit		4		4
80		4		0		3		1		Hit		4		4
81		4		0		3		1		Hit		3		3
82		4		0		3		1		Hit		3		3
83		4		0		3		1		Hit		3		3
84		4		0		3		1		Hit		3		3
85		4		2		3		1		Fault		2		0
86		4		2		3		1		Hit		1		1
87		4		2		3		1		Hit		1		1
88		4		2		3		1		Hit		2		2
89		4		2		3		1		Hit		1		1
90		4		2		3		1		Hit		2		2
91		4		2		3		1		Hit		2		2
92		4		2		3		1		Hit		3		3
93		4		2		3		1		Hit		4		4
94		4		2		3		1		Hit		3		3
95		4		2		3		1		Hit		4		4
96		4		2		3		1		Hit		3		3
97		4		2		3		1		Hit		4		4
98		4		2		3		5		Fault		5		1
99		4		6		3		5		Fault		6		2

---------- Run 3 ----------
Time		Frame_1		Frame_2		Frame_3		Frame_4		Hit?		Page_In		Evicted
0		5		-1		-1		-1		Fault		5		-1
1		5		8		-1		-1		Fault		8		-1
2		5		8		3		-1		Fault		3		-1
3		5		8		3		4		Fault		4		-1
4		5		8		3		4		Hit		4		4
5		0		8		3		4		Fault		0		5
6		0		8		3		4		Hit		0		0
7		0		8		3		4		Hit		4		4
8		0		5		3		4		Fault		5		8
9		0		5		6		4		Fault		6		3
10		0		5		6		4		Hit		4		4
11		0		5		6		4		Hit		5		5
12		0		5		6		4		Hit		5		5
13		0		5		6		4		Hit		4		4
14		0		5		6		4		Hit		4		4
15		3		5		6		4		Fault		3		0
16		3		5		6		4		Hit		5		5
17		3		5		1		4		Fault		1		6
18		3		5		1		4		Hit		1		1
19		3		5		1		2		Fault		2		4
20		3		5		1		2		Hit		3		3
21		3		4		1		2		Fault		4		5
22		3		4		1		2		Hit		3		3
23		3		4		1		2		Hit		4		4
24		3		4		5		2		Fault		5		1
25		3		4		5		8		Fault		8		2
26		3		4		5		8		Hit		5		5
27		6		4		5		8		Fault		6		3
28		6		4		5		8		Hit		5		5
29		6		4		5		8		Hit		4		4
30		6		4		5		7		Fault		7		8
31		6		4		5		7		Hit		5		5
32		6		4		5		7		Hit		6		6
33		6		4		5		7		Hit		7		7
34		6		4		5		7		Hit		7		7
35		6		1		5		7		Fault		1		4
36		6		1		0		7		Fault		0		5
37		6		1		0		7		Hit		1		1
38		2		1		0		7		Fault		2		6
39		2		1		0		7		Hit		0		0
40		2		1		0		7		Hit		1		1
41		2		1		0		7		Hit		0		0
42		2		1		0		7		Hit		1		1
43		2		1		0		7		Hit		0		0
44		2		1		0		7		Hit		1		1
45		2		1		0		7		Hit		0		0
46		2		1		0		7		Hit		1		1
47		2		1		0		3		Fault		3		7
48		8		1		0		3		Fault		8		2
49		8		1		4		3		Fault		4		0
50		8		1		4		3		Hit		3		3
51		8		6		4		3		Fault		6		1
52		7		6		4		3		Fault		7		8
53		7		6		4		3		Hit		3		3
54		7		6		4		3		Hit		4		4
55		7		5		4		3		Fault		5		6
56		7		5		4		3		Hit		4		4
57		7		5		4		3		Hit		4		4
58		7		5		4		3		Hit		5		5
59		7		5		4		3		Hit		4		4
60		7		5		4		3		Hit		4		4
61		7		5		4		3		Hit		5		5
62		7		5		4		3		Hit		5		5
63		7		5		4		3		Hit		7		7
64		7		5		4		0		Fault		0		3
65		7		5		1		0		Fault		1		4
66		7		5		1		0		Hit		7		7
67		7		3		1		0		Fault		3		5
68		7		3		1		4		Fault		4		0
69		7		3		5		4		Fault		5		1
70		6		3		5		4		Fault		6		7
71		6		8		5		4		Fault		8		3
72		6		8		5		4		Hit		6		6
73		6		8		5		4		Hit		5		5
74		6		8		5		4		Hit		4		4
75		6		3		5		4		Fault		3		8
76		6		3		5		4		Hit		3		3
77		2		3		5		4		Fault		2		6
78		2		3		5		4		Hit		2		2
79		2		3		0		4		Fault		0		5
80		2		3		0		4		Hit		0		0
81		2		3		0		1		Fault		1		4
82		2		8		0		1		Fault		8		3
83		2		8		0		1		Hit		8		8
84		2		8		0		1		Hit		2		2
85		2		8		0		1		Hit		1		1
86		2		8		0		1		Hit		2		2
87		2		8		0		1		Hit		1		1
88		2		8		0		1		Hit		1		1
89		2		8		6		1		Fault		6		0
90		2		7		6		1		Fault		7		8
91		3		7		6		1		Fault		3		2
92		3		7		6		4		Fault		4		1
93		3		7		6		4		Hit		4		4
94		3		7		1		4		Fault		1		6
95		3		7		1		4		Hit		1		1
96		3		2		1		4		Fault		2		7
97		3		2		1		4		Hit		1		1
98		3		2		1		4		Hit		1		1
99		3		2		1		4		Hit		1		1

---------- Run 4 ----------
Time		Frame_1		Frame_2		Frame_3		Frame_4		Hit?		Page_In		Evicted
0		9		-1		-1		-1		Fault		9		-1
1		9		6		-1		-1		Fault		6		-1
2		9		6		5		-1		Fault		5		-1
3		9		6		5		-1		Hit		5		5
4		9		6		5		4		Fault		4		-1
5		9		6		5		4		Hit		4		4
6		9		6		5		4		Hit		4		4
7		9		6		5		4		Hit		4		4
8		3		6		5		4		Fault		3		9
9		3		6		5		4		Hit		3		3
10		3		6		5		4		Hit		3		3
11		3		6		5		4		Hit		3		3
12		3		2		5		4		Fault		2		6
13		3		2		1		4		Fault		1		5
14		3		2		1		4		Hit		1		1
15		3		2		1		0		Fault		0		4
16		3		2		1		0		Hit		1		1
17		3		2		1		0		Hit		2		2
18		3		2		1		0		Hit		1		1
19		3		2		1		0		Hit		2		2
20		6		2		1		0		Fault		6		3
21		6		2		1		5		Fault		5		0
22		6		2		1		5		Hit		2		2
23		6		2		3		5		Fault		3		1
24		6		2		3		5		Hit		2		2
25		6		2		3		5		Hit		5		5
26		4		2		3		5		Fault		4		6
27		4		2		3		5		Hit		3		3
28		4		2		3		5		Hit		2		2
29		4		2		3		5		Hit		3		3
30		4		2		3		5		Hit		4		4
31		4		2		3		5		Hit		3		3
32		4		2		3		5		Hit		4		4
33		4		2		3		5		Hit		3		3
34		4		2		3		5		Hit		4		4
35		4		2		3		5		Hit		3		3
36		4		2		3		5		Hit		4		4
37		4		2		3		5		Hit		4		4
38		4		2		3		5		Hit		4		4
39		4		2		3		5		Hit		3		3
40		4		2		3		5		Hit		2		2
41		4		2		3		5		Hit		2		2
42		4		2		3		5		Hit		3		3
43		4		2		3		5		Hit		4		4
44		4		2		3		5		Hit		5		5
45		4		2		3		5		Hit		5		5
46		4		2		3		5		Hit		4		4
47		4		2		3		5		Hit		3		3
48		4		2		3		5		Hit		2		2
49		4		2		3		5		Hit		3		3
50		4		2		3		5		Hit		2		2
51		4		2		3		1		Fault		1		5
52		4		2		3		1		Hit		4		4
53		4		2		5		1		Fault		5		3
54		4		2		5		1		Hit		2		2
55		4		2		5		3		Fault		3		1
56		4		2		5		3		Hit		3		3
57		4		2		5		3		Hit		2		2
58		1		2		5		3		Fault		1		4
59		1		2		0		3		Fault		0		5
60		1		2		0		3		Hit		0		0
61		1		2		0		7		Fault		7		3
62		1		2		0		7		Hit		1		1
63		1		2		0		7		Hit		0		0
64		1		2		0		7		Hit		7		7
65		1		4		0		7		Fault		4		2
66		1		4		0		7		Hit		4		4
67		5		4		0		7		Fault		5		1
68		5		4		6		7		Fault		6		0
69		5		4		6		7		Hit		6		6
70		5		4		6		8		Fault		8		7
71		5		4		6		8		Hit		8		8
72		5		4		6		8		Hit		8		8
73		5		4		6		8		Hit		5		5
74		5		4		6		8		Hit		6		6
75		5		7		6		8		Fault		7		4
76		5		7		6		8		Hit		5		5
77		5		7		6		4		Fault		4		8
78		5		7		3		4		Fault		3		6
79		5		7		3		4		Hit		4		4
80		5		7		3		4		Hit		5		5
81		5		7		3		4		Hit		5		5
82		5		7		3		4		Hit		4		4
83		5		1		3		4		Fault		1		7
84		5		1		3		4		Hit		1		1
85		5		1		3		4		Hit		1		1
86		5		1		3		4		Hit		1		1
87		5		1		2		4		Fault		2		3
88		5		1		2		4		Hit		2		2
89		3		1		2		4		Fault		3		5
90		3		1		2		4		Hit		3		3
91		3		1		2		4		Hit		2		2
92		3		1		2		4		Hit		2		2
93		3		1		2		4		Hit		2		2
94		3		1		2		0		Fault		0		4
95		3		1		2		0		Hit		0		0
96		3		1		2		0		Hit		1		1
97		4		1		2		0		Fault		4		3
98		4		1		2		0		Hit		4		4
99		4		1		2		0		Hit		4		4

---------- Run 5 ----------
Time		Frame_1		Frame_2		Frame_3		Frame_4		Hit?		Page_In		Evicted
0		0		-1		-1		-1		Fault		0		-1
1		0		1		-1		-1		Fault		1		-1
2		0		1		-1		-1		Hit		1		1
3		0		1		2		-1		Fault		2		-1
4		0		1		2		3		Fault		3		-1
5		0		1		2		3		Hit		3		3
6		0		1		2		3		Hit		2		2
7		0		1		2		3		Hit		1		1
8		0		1		2		3		Hit		3		3
9		0		1		2		3		Hit		2		2
10		0		1		2		3		Hit		1		1
11		0		1		2		3		Hit		2		2
12		0		1		2		3		Hit		2		2
13		0		1		2		3		Hit		3		3
14		0		1		2		3		Hit		2		2
15		4		1		2		3		Fault		4		0
16		4		5		2		3		Fault		5		1
17		4		5		2		3		Hit		5		5
18		4		5		2		3		Hit		3		3
19		4		5		2		3		Hit		5		5
20		4		5		2		3		Hit		4		4
21		4		5		2		3		Hit		4		4
22		4		5		2		3		Hit		5		5
23		4		5		2		3		Hit		4		4
24		4		5		2		3		Hit		4		4
25		4		5		2		3		Hit		4		4
26		4		5		2		3		Hit		5		5
27		4		5		2		3		Hit		4		4
28		4		5		7		3		Fault		7		2
29		4		5		7		1		Fault		1		3
30		4		8		7		1		Fault		8		5
31		4		8		7		1		Hit		4		4
32		4		8		3		1		Fault		3		7
33		4		8		3		0		Fault		0		1
34		4		8		3		0		Hit		0		0
35		4		8		3		0		Hit		0		0
36		4		8		3		0		Hit		4		4
37		4		5		3		0		Fault		5		8
38		4		5		3		0		Hit		5		5
39		4		5		8		0		Fault		8		3
40		4		5		8		6		Fault		6		0
41		7		5		8		6		Fault		7		4
42		7		2		8		6		Fault		2		5
43		7		2		5		6		Fault		5		8
44		7		2		5		6		Hit		5		5
45		7		2		5		6		Hit		6		6
46		7		2		5		6		Hit		6		6
47		7		2		5		6		Hit		6		6
48		7		2		5		6		Hit		5		5
49		7		2		5		6		Hit		7		7
50		7		2		5		6		Hit		6		6
51		7		0		5		6		Fault		0		2
52		7		0		1		6		Fault		1		5
53		3		0		1		6		Fault		3		7
54		3		0		1		2		Fault		2		6
55		3		0		1		2		Hit		2		2
56		3		7		1		2		Fault		7		0
57		3		7		1		2		Hit		3		3
58		3		7		1		2		Hit		3		3
59		3		7		1		2		Hit		2		2
60		3		7		0		2		Fault		0		1
61		3		7		0		2		Hit		0		0
62		3		1		0		2		Fault		1		7
63		3		1		0		2		Hit		0		0
64		6		1		0		2		Fault		6		3
65		6		1		0		7		Fault		7		2
66		6		1		0		7		Hit		7		7
67		6		1		0		7		Hit		7		7
68		6		3		0		7		Fault		3		1
69		6		3		2		7		Fault		2		0
70		6		3		2		7		Hit		2		2
71		0		3		2		7		Fault		0		6
72		0		3		2		7		Hit		2		2
73		0		3		2		7		Hit		2		2
74		0		3		2		7		Hit		2		2
75		0		3		2		7		Hit		2		2
76		0		3		2		1		Fault		1		7
77		0		3		2		1		Hit		2		2
78		0		7		2		1		Fault		7		3
79		0		7		2		1		Hit		2		2
80		3		7		2		1		Fault		3		0
81		3		7		2		4		Fault		4		1
82		3		7		2		4		Hit		3		3
83		3		7		2		4		Hit		7		7
84		3		7		1		4		Fault		1		2
85		3		7		1		2		Fault		2		4
86		3		7		1		2		Hit		3		3
87		3		7		1		2		Hit		1		1
88		3		7		1		2		Hit		1		1
89		3		0		1		2		Fault		0		7
90		3		0		1		2		Hit		1		1
91		3		0		1		2		Hit		0		0
92		3		0		1		2		Hit		1		1
93		3		0		1		2		Hit		0		0
94		3		0		1		2		Hit		1		1
95		3		0		1		2		Hit		0		0
96		3		0		1		2		Hit		1		1
97		3		0		1		2		Hit		1		1
98		3		0		1		2		Hit		1		1
99		3		0		1		2		Hit		1		1

===================================================================================================================
Random Simulation
------------------------------------------------------------------------------------------------------------------------
---------- Run 1 ----------
Time		Frame_1		Frame_2		Frame_3		Frame_4		Hit?		Page_In		Evicted
0		1		-1		-1		-1		Fault		1		-1
1		1		0		-1		-1		Fault		0		-1
2		1		0		6		-1		Fault		6		-1
3		1		0		6		5		Fault		5		-1
4		1		0		6		5		Hit		5		5
5		1		0		3		5		Fault		3		6
6		1		0		3		4		Fault		4		5
7		1		0		3		5		Fault		5		4
8		1		0		3		5		Hit		5		5
9		1		0		3		5		Hit		5		5
10		1		0		6		5		Fault		6		3
11		1		0		6		5		Hit		5		5
12		1		0		6		5		Hit		6		6
13		1		0		6		5		Hit		5		5
14		1		0		6		5		Hit		6		6
15		1		3		6		5		Fault		3		0
16		1		3		6		5		Hit		1		1
17		1		0		6		5		Fault		0		3
18		1		0		6		5		Hit		6		6
19		1		0		6		5		Hit		0		0
20		1		0		6		5		Hit		0		0
21		3		0		6		5		Fault		3		1
22		3		0		6		5		Hit		5		5
23		3		0		6		5		Hit		6		6
24		3		0		6		7		Fault		7		5
25		3		4		6		7		Fault		4		0
26		3		4		6		7		Hit		3		3
27		3		4		6		7		Hit		3		3
28		3		0		6		7		Fault		0		4
29		3		0		6		1		Fault		1		7
30		3		0		6		1		Hit		1		1
31		3		0		6		4		Fault		4		1
32		3		0		6		4		Hit		3		3
33		3		0		6		4		Hit		6		6
34		3		0		7		4		Fault		7		6
35		3		1		7		4		Fault		1		0
36		3		1		7		4		Hit		4		4
37		3		1		7		4		Hit		3		3
38		3		1		7		2		Fault		2		4
39		3		1		7		2		Hit		3		3
40		3		1		7		2		Hit		3		3
41		3		1		7		2		Hit		3		3
42		3		1		7		2		Hit		3		3
43		3		1		7		2		Hit		2		2
44		3		1		7		2		Hit		2		2
45		3		1		7		2		Hit		2		2
46		3		1		7		2		Hit		1		1
47		3		1		7		2		Hit		3		3
48		3		1		7		2		Hit		2		2
49		3		1		7		2		Hit		2		2
50		3		1		7		2		Hit		3		3
51		3		1		7		2		Hit		2		2
52		3		1		7		2		Hit		1		1
53		3		1		7		2		Hit		1		1
54		3		1		7		2		Hit		7		7
55		3		1		4		2		Fault		4		7
56		3		1		4		2		Hit		4		4
57		3		1		4		6		Fault		6		2
58		3		1		4		7		Fault		7		6
59		6		1		4		7		Fault		6		3
60		6		5		4		7		Fault		5		1
61		6		5		4		7		Hit		6		6
62		6		5		4		7		Hit		6		6
63		6		5		4		7		Hit		7		7
64		6		5		4		0		Fault		0		7
65		7		5		4		0		Fault		7		6
66		7		5		2		0		Fault		2		4
67		1		5		2		0		Fault		1		7
68		1		5		2		0		Hit		0		0
69		1		5		8		0		Fault		8		2
70		1		5		6		0		Fault		6		8
71		1		4		6		0		Fault		4		5
72		1		4		6		3		Fault		3		0
73		1		4		0		3		Fault		0		6
74		1		4		0		3		Hit		3		3
75		1		4		0		3		Hit		4		4
76		1		4		8		3		Fault		8		0
77		1		2		8		3		Fault		2		4
78		1		2		8		3		Hit		3		3
79		1		2		8		3		Hit		2		2
80		1		2		8		3		Hit		3		3
81		1		2		8		3		Hit		3		3
82		1		2		8		3		Hit		8		8
83		1		2		4		3		Fault		4		8
84		1		2		4		3		Hit		3		3
85		5		2		4		3		Fault		5		1
86		6		2		4		3		Fault		6		5
87		6		2		4		3		Hit		2		2
88		1		2		4		3		Fault		1		6
89		1		2		4		3		Hit		1		1
90		1		2		4		7		Fault		7		3
91		1		2		4		7		Hit		1		1
92		0		2		4		7		Fault		0		1
93		0		2		1		7		Fault		1		4
94		0		4		1		7		Fault		4		2
95		0		4		5		7		Fault		5		1
96		6		4		5		7		Fault		6		0
97		6		4		5		7		Hit		7		7
98		6		4		5		7		Hit		5		5
99		6		4		5		7		Hit		6		6

---------- Run 2 ----------
Time		Frame_1		Frame_2		Frame_3		Frame_4		Hit?		Page_In		Evicted
0		8		-1		-1		-1		Fault		8		-1
1		8		2		-1		-1		Fault		2		-1
2		8		2		1		-1		Fault		1		-1
3		8		2		1		0		Fault		0		-1
4		8		2		1		0		Hit		1		1
5		8		2		1		0		Hit		1		1
6		8		2		1		0		Hit		0		0
7		8		7		1		0		Fault		7		2
8		8		7		6		0		Fault		6		1
9		8		7		6		0		Hit		7		7
10		2		7		6		0		Fault		2		8
11		2		7		6		0		Hit		2		2
12		2		7		6		0		Hit		2		2
13		2		7		6		3		Fault		3		0
14		2		7		6		3		Hit		2		2
15		2		7		6		3		Hit		2		2
16		2		7		6		3		Hit		2		2
17		2		7		1		3		Fault		1		6
18		0		7		1		3		Fault		0		2
19		0		7		1		3		Hit		1		1
20		0		7		1		3		Hit		0		0
21		0		7		1		3		Hit		0		0
22		0		7		1		3		Hit		0		0
23		0		7		1		3		Hit		1		1
24		0		7		1		3		Hit		1		1
25		0		7		1		3		Hit		1		1
26		0		2		1		3		Fault		2		7
27		0		2		1		3		Hit		2		2
28		0		2		1		3		Hit		2		2
29		0		2		1		3		Hit		3		3
30		0		2		1		3		Hit		3		3
31		0		4		1		3		Fault		4		2
32		0		4		1		3		Hit		4		4
33		6		4		1		3		Fault		6		0
34		6		4		1		3		Hit		6		6
35		6		4		1		3		Hit		6		6
36		6		7		1		3		Fault		7		4
37		6		7		1		3		Hit		1		1
38		6		7		4		3		Fault		4		1
39		6		7		4		3		Hit		3		3
40		6		7		4		3		Hit		3		3
